Time,Day_of_week,Age_band_of_driver,Sex_of_driver,Educational_level,Vehicle_driver_relation,Driving_experience,Type_of_vehicle,Owner_of_vehicle,Service_year_of_vehicle,Defect_of_vehicle,Area_accident_occured,Lanes_or_Medians,Road_allignment,Types_of_Junction,Road_surface_type,Road_surface_conditions,Light_conditions,Weather_conditions,Type_of_collision,Number_of_vehicles_involved,Number_of_casualties,Vehicle_movement,Casualty_class,Sex_of_casualty,Age_band_of_casualty,Casualty_severity,Work_of_casuality,Fitness_of_casuality,Pedestrian_movement,Cause_of_accident,Accident_severity
11:34:00,Wednesday,31-50,Male,Junior high school,Employee,,Other,Owner,Unknown,No defect, Church areas,Two-way (divided with solid lines road marking),Tangent road with flat terrain,Other,Earth roads,Dry,Daylight,Normal,Vehicle with vehicle collision,3,2,,na,na,na,na,Employee,,Not a Pedestrian,Changing lane to the right,Slight Injury
4:55:00,Saturday,31-50,Male,Junior high school,Employee,2-5yr,Lorry (11?40Q),Owner,2-5yrs,, Church areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,Driver or rider,Male,Over 51,3,Employee,Normal,Not a Pedestrian,Changing lane to the left,Slight Injury
9:25:00,Friday,18-30,Male,Unknown,Owner,5-10yr,Automobile,Governmental,Below 1yr,No defect,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,No junction,Asphalt roads,Wet or damp,Daylight,Normal,Collision with pedestrians,2,1,Going straight,Driver or rider,Male,31-50,2,,,Not a Pedestrian,No distancing,Serious Injury
14:50:00,Friday,31-50,Male,Junior high school,Employee,1-2yr,Other,Owner,Unknown,No defect,Office areas,,Tangent road with flat terrain,Other,Other,Dry,Daylight,Unknown,Vehicle with vehicle collision,2,3,Other,na,na,na,na,Driver,Normal,Not a Pedestrian,No distancing,Slight Injury
18:00:00,Friday,Unknown,Male,Junior high school,Employee,5-10yr,Lorry (41?100Q),Owner,Unknown,No defect, Church areas,Two-way (divided with solid lines road marking),Tangent road with flat terrain,No junction,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,2,1,Going straight,Driver or rider,Male,5,3,Driver,Normal,Not a Pedestrian,Driving carelessly,Slight Injury
19:05:00,Saturday,18-30,Male,Junior high school,Employee,5-10yr,Other,Owner,,,Office areas,Undivided Two way,Tangent road with flat terrain,No junction,Asphalt roads,Dry,Darkness - no lighting,Unknown,Collision with roadside objects,2,1,Going straight,na,na,na,na,,,Not a Pedestrian,Driving carelessly,Slight Injury
18:05:00,Monday,18-30,Male,Junior high school,Employee,Above 10yr,Taxi,Owner,Unknown,No defect,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Gravel roads,Dry,Daylight,Normal,Collision with roadside objects,1,1,Turnover,na,na,na,na,Self-employed,Normal,Not a Pedestrian,No distancing,Slight Injury
15:46:00,Thursday,31-50,Male,Elementary school,Employee,Below 1yr,Stationwagen,Owner,Unknown,No defect,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,na,na,na,na,Driver,Normal,Not a Pedestrian,Overspeed,Serious Injury
7:30:00,Tuesday,31-50,Male,Junior high school,Employee,1-2yr,Automobile,Owner,5-10yrs,No defect,Office areas,Two-way (divided with broken lines road marking),Tangent road with mountainous terrain and,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,Driver or rider,Male,18-30,3,Other,Normal,Not a Pedestrian,Driving carelessly,Slight Injury
22:30:00,Friday,Under 18,Male,Junior high school,Owner,2-5yr,Automobile,Owner,2-5yrs,,Residential areas,other,Tangent road with flat terrain,No junction,Asphalt roads,Wet or damp,Darkness - lights lit,Raining,Collision with roadside objects,1,2,Unknown,Passenger,Male,Under 18,3,,,Not a Pedestrian,No distancing,Slight Injury
7:59:00,Thursday,18-30,Male,Junior high school,Owner,Below 1yr,Public (13?45 seats),Owner,Unknown,,  Recreational areas,Two-way (divided with broken lines road marking),Steep grade downward with mountainous terrain,No junction,Asphalt roads,Wet or damp,Daylight,Normal,Vehicle with vehicle collision,4,1,Reversing,na,na,na,na,Driver,Normal,Not a Pedestrian,Driving carelessly,Slight Injury
12:28:00,Thursday,18-30,Male,Elementary school,Employee,5-10yr,Automobile,Owner,Unknown,No defect,Other,other,Tangent road with flat terrain,Other,Asphalt roads,Wet or damp,Daylight,Raining,Vehicle with vehicle collision,2,1,Going straight,na,na,na,na,Self-employed,Normal,Not a Pedestrian,Moving Backward,Slight Injury
10:50:00,Saturday,31-50,Male,Junior high school,Employee,1-2yr,,Owner,,,Office areas,other,Tangent road with flat terrain,Y Shape,Asphalt roads,Wet or damp,Daylight,Windy,Collision with roadside objects,1,1,Going straight,Pedestrian,Female,Under 18,3,Driver,Normal,Unknown or other,No distancing,Slight Injury
21:40:00,Wednesday,31-50,Male,Junior high school,Employee,Above 10yr,Pick up upto 10Q,Owner,Above 10yr,No defect,Other,Undivided Two way,Tangent road with flat terrain,Y Shape,Asphalt roads,Wet or damp,Darkness - lights lit,Normal,Vehicle with vehicle collision,2,3,Going straight,na,na,na,na,Self-employed,Normal,Not a Pedestrian,Changing lane to the left,Slight Injury
6:54:00,Sunday,Unknown,Male,High school,Employee,1-2yr,Automobile,,,,Other,Undivided Two way,Tangent road with flat terrain,No junction,Asphalt roads,Wet or damp,Daylight,Raining,Vehicle with vehicle collision,2,1,Overtaking,Driver or rider,Male,Under 18,3,Driver,Normal,Not a Pedestrian,Driving carelessly,Slight Injury
9:19:00,Saturday,18-30,Male,,,,Other,Owner,2-5yrs,No defect,Other,Two-way (divided with broken lines road marking),Escarpments,Y Shape,Asphalt roads,Dry,Daylight,Normal,Collision with roadside-parked vehicles,2,1,Going straight,Driver or rider,Male,Over 51,3,Driver,Normal,Not a Pedestrian,Driving carelessly,Serious Injury
10:29:00,Wednesday,Over 51,Male,Junior high school,Employee,1-2yr,Automobile,Owner,5-10yrs,,Other,Undivided Two way,Tangent road with flat terrain,Unknown,Asphalt roads,Wet or damp,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,Driver or rider,Male,31-50,3,,,Not a Pedestrian,No priority to vehicle,Slight Injury
19:27:00,Monday,31-50,Male,Junior high school,Owner,5-10yr,Other,Governmental,2-5yrs,No defect,Residential areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Crossing,Asphalt roads,Dry,Darkness - lights lit,Unknown,Collision with pedestrians,2,1,Moving Backward,Driver or rider,Male,31-50,3,Self-employed,Normal,Not a Pedestrian,No priority to vehicle,Slight Injury
12:11:00,Thursday,31-50,Male,Junior high school,Employee,Above 10yr,Long lorry,Owner,,,Office areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,Driver or rider,Male,18-30,3,Driver,Normal,Not a Pedestrian,Changing lane to the left,Serious Injury
10:49:00,Wednesday,Under 18,Male,Junior high school,Employee,5-10yr,Pick up upto 10Q,Governmental,1-2yr,No defect,Other,Double carriageway (median),Tangent road with flat terrain,Other,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Reversing,Driver or rider,Male,18-30,3,,,Not a Pedestrian,No distancing,Slight Injury
16:36:00,Thursday,18-30,Male,Junior high school,Owner,1-2yr,Public (13?45 seats),Owner,,No defect,Residential areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,,Earth roads,Dry,Daylight,Normal,Vehicle with vehicle collision,3,1,Going straight,Driver or rider,Male,31-50,3,Driver,Normal,Not a Pedestrian,Driving under the influence of drugs,Slight Injury
14:02:00,Monday,Over 51,Male,High school,Employee,2-5yr,,Owner,Unknown,No defect,  Recreational areas,One way,Tangent road with flat terrain,Other,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,na,na,na,na,Driver,Normal,Not a Pedestrian,Changing lane to the right,Slight Injury
8:49:00,Monday,31-50,Male,Junior high school,Employee,Above 10yr,Automobile,Owner,Unknown,,Other,One way,Tangent road with flat terrain,Y Shape,Asphalt roads,Wet or damp,Daylight,Normal,Vehicle with vehicle collision,2,3,Reversing,na,na,na,na,Driver,Normal,Not a Pedestrian,Moving Backward,Slight Injury
17:28:00,Thursday,31-50,Male,Elementary school,Employee,5-10yr,Pick up upto 10Q,Owner,2-5yrs,,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,2,Reversing,Driver or rider,Male,18-30,3,Driver,Normal,Not a Pedestrian,Driving carelessly,Slight Injury
18:20:00,Thursday,31-50,Male,Junior high school,Employee,1-2yr,,Owner,,, Industrial areas,Undivided Two way,Tangent road with flat terrain,No junction,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,2,2,Reversing,na,na,na,na,Driver,Normal,Not a Pedestrian,No distancing,Slight Injury
12:08:00,Saturday,18-30,Male,Elementary school,Employee,5-10yr,Lorry (41?100Q),Owner,1-2yr,No defect, Industrial areas,other,Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,2,Going straight,Driver or rider,Male,18-30,3,Driver,Normal,Not a Pedestrian,No distancing,Slight Injury
13:10:00,Monday,31-50,Male,Junior high school,Employee,2-5yr,,Owner,Above 10yr,No defect,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Collision with pedestrians,2,1,Going straight,Pedestrian,Male,Under 18,3,,Normal,Not a Pedestrian,Changing lane to the left,Slight Injury
7:22:00,Thursday,18-30,Unknown,Junior high school,Employee,Below 1yr,Other,Governmental,,,Office areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Wet or damp,Darkness - lights lit,Normal,Vehicle with vehicle collision,2,1,Going straight,na,na,na,na,Driver,Normal,Not a Pedestrian,Changing lane to the right,Serious Injury
15:50:00,Wednesday,31-50,Male,Elementary school,Owner,5-10yr,Other,Owner,,No defect,Office areas,Undivided Two way,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,3,Going straight,Pedestrian,Female,18-30,3,,,Crossing from driver's nearside,Changing lane to the right,Slight Injury
18:20:00,Saturday,Unknown,Male,Elementary school,Employee,2-5yr,Public (13?45 seats),Owner,,No defect, Church areas,Double carriageway (median),Tangent road with flat terrain,No junction,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,2,1,Going straight,Driver or rider,Male,Under 18,3,Driver,Normal,Not a Pedestrian,No distancing,Slight Injury
18:50:00,Wednesday,18-30,Male,Elementary school,Employee,Below 1yr,,Owner,2-5yrs,No defect,Office areas,Double carriageway (median),Tangent road with flat terrain,No junction,Earth roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,2,Waiting to go,Driver or rider,Male,18-30,3,,,Not a Pedestrian,No distancing,Slight Injury
16:13:00,Wednesday,Under 18,Male,Junior high school,Employee,2-5yr,Lorry (41?100Q),Owner,5-10yrs,,Other,Undivided Two way,Tangent road with flat terrain,Crossing,Asphalt roads,Wet or damp,Darkness - lights lit,Cloudy,Vehicle with vehicle collision,2,1,Going straight,na,na,na,na,Driver,Normal,Not a Pedestrian,Moving Backward,Slight Injury
15:40:00,Tuesday,31-50,Male,Junior high school,Employee,2-5yr,Automobile,Owner,,No defect,Residential areas,Undivided Two way,Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,3,3,Going straight,na,na,na,na,Driver,Normal,Not a Pedestrian,No distancing,Slight Injury
3:32:00,Saturday,Under 18,Male,,Owner,,Long lorry,Owner,Unknown,,Other,Undivided Two way,Tangent road with flat terrain,No junction,Asphalt roads,Dry,Darkness - lights lit,Normal,Rollover,2,3,Going straight,Passenger,Male,18-30,3,Other,Normal,Not a Pedestrian,Changing lane to the right,Fatal injury
16:10:00,Monday,31-50,Male,Elementary school,Employee,5-10yr,Stationwagen,Owner,Above 10yr,No defect,Office areas,Undivided Two way,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,1,1,Moving Backward,na,na,na,na,Driver,Normal,Not a Pedestrian,Changing lane to the right,Slight Injury
8:59:00,Monday,Under 18,Male,Elementary school,Employee,2-5yr,Lorry (41?100Q),Organization,2-5yrs,No defect,Other,Undivided Two way,Tangent road with mountainous terrain and,Crossing,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,Passenger,Female,Over 51,3,Driver,Normal,Not a Pedestrian,Changing lane to the left,Slight Injury
14:30:00,Thursday,Under 18,Male,Junior high school,Owner,5-10yr,Automobile,Owner,2-5yrs,,Residential areas,Undivided Two way,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Other,Vehicle with vehicle collision,2,4,Going straight,Driver or rider,Male,31-50,2,Driver,,Not a Pedestrian,Other,Slight Injury
15:30:00,Wednesday,18-30,Male,Junior high school,Employee,2-5yr,,,,,Office areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,1,1,Going straight,Driver or rider,Male,18-30,3,,Normal,Not a Pedestrian,Changing lane to the right,Slight Injury
18:57:00,Friday,31-50,Male,Elementary school,Owner,2-5yr,Stationwagen,Owner,Below 1yr,,Other,Undivided Two way,Tangent road with mild grade and flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,2,Getting off,na,na,na,na,Driver,Normal,Not a Pedestrian,Changing lane to the left,Serious Injury
13:52:00,Saturday,31-50,Male,Junior high school,Employee,Above 10yr,Automobile,,,,Office areas,,Tangent road with mild grade and flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,1,1,Moving Backward,na,na,na,na,Driver,Normal,Not a Pedestrian,No priority to vehicle,Serious Injury
13:31:00,Sunday,18-30,Male,Junior high school,Owner,,Automobile,Governmental,Above 10yr,No defect,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,Pedestrian,Female,Over 51,3,,Normal,Not a Pedestrian,Changing lane to the right,Slight Injury
18:00:00,Friday,Unknown,Female,Junior high school,Employee,2-5yr,Lorry (41?100Q),Owner,,No defect,Office areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,2,1,Moving Backward,Driver or rider,Male,18-30,3,Driver,Normal,Not a Pedestrian,No priority to pedestrian,Serious Injury
17:30:00,Saturday,31-50,Male,High school,Employee,1-2yr,Automobile,Owner,,No defect,Office areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Darkness - lights lit,Normal,Collision with animals,4,1,Getting off,Passenger,Male,Under 18,2,Employee,Normal,Not a Pedestrian,Changing lane to the right,Slight Injury
6:05:00,Tuesday,Unknown,Female,Elementary school,Employee,2-5yr,Automobile,Organization,Above 10yr,No defect, Outside rural areas,Undivided Two way,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Entering a junction,Driver or rider,Female,31-50,3,Driver,Normal,Not a Pedestrian,Drunk driving,Slight Injury
16:10:00,Tuesday,18-30,Male,Junior high school,Employee,2-5yr,Public (> 45 seats),Owner,Unknown,7,Office areas,other,Tangent road with flat terrain,Crossing,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,1,1,Going straight,Driver or rider,Female,18-30,3,,,Not a Pedestrian,No distancing,Slight Injury
10:30:00,Friday,31-50,Male,,,,Automobile,Owner,,No defect,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,No junction,Asphalt roads,Wet or damp,Daylight,Raining,Vehicle with vehicle collision,2,1,Going straight,Driver or rider,Male,31-50,3,,,Not a Pedestrian,Changing lane to the right,Slight Injury
13:53:00,Friday,Over 51,Male,,,,Automobile,Owner,Unknown,No defect,School areas,Undivided Two way,Tangent road with flat terrain,,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,3,Other,na,na,na,na,Student,Normal,Not a Pedestrian,Changing lane to the right,Slight Injury
14:10:00,Monday,31-50,Male,Junior high school,Owner,5-10yr,,Organization,5-10yrs,No defect, Hospital areas,Undivided Two way,Tangent road with mountainous terrain and,Y Shape,Asphalt roads,Wet or damp,Daylight,Normal,Collision with roadside objects,2,2,Going straight,Driver or rider,Male,31-50,3,Driver,Normal,Not a Pedestrian,Driving under the influence of drugs,Slight Injury
7:40:00,Tuesday,18-30,Male,Junior high school,Employee,Above 10yr,Lorry (41?100Q),Owner,Unknown,,Residential areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,1,1,Going straight,Driver or rider,Male,18-30,2,Self-employed,Normal,Not a Pedestrian,No priority to vehicle,Slight Injury
10:37:00,Tuesday,18-30,Male,Junior high school,Employee,1-2yr,Automobile,Owner,,,Other,Undivided Two way,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Collision with roadside objects,2,2,Going straight,Driver or rider,Male,18-30,3,Driver,Normal,Not a Pedestrian,Changing lane to the left,Slight Injury
